Job Zone,Code,Occupation,url,Median Wage,Projected Growth,"Employment Change, 2024-2034",Projected Job Openings,Top Education Level,Sample Job Titles,Job Description,ai_proof_score,final_ranking,key_drivers,Calculation Type,Unpaid Training Years,Training Cost ($),Yr1 ($),Yr2 ($),Yr3 ($),Yr4 ($),Yr5 ($),Yr6 ($),Yr7 ($),Yr8 ($),Yr9 ($),Yr10 ($),10-Year Net Earnings ($),10-Year Net Earnings Calculation,10-Year Net Earnings Calculation Model,Difficulty Score,Difficulty Score Explanation,How to Get There,Job Market,Pension
3,35-1011.00,Chefs and Head Cooks,https://www.onetonline.org/link/summary/35-1011.00,"$29.32 hourly, $60,990 annual",Much faster than average (7% or higher),7.1,"24,400",Associate's degree,"Banquet Chef, Chef, Cook, Executive Chef (Ex Chef), Executive Pastry Chef, Executive Sous Chef, Food and Beverage Director, Head Cook, Kitchen Manager, Sous Chef","Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts.",3.2,0.623,"Head chefs combine physical kitchen leadership with genuine creativity—designing menus, developing flavors, and responding to the unpredictable flow of a busy service. Their personal culinary point of view is a major part of what makes a restaurant distinctive, and diners value that human artistry. AI can help with recipe development and inventory management, but it can't taste, lead a kitchen team under pressure, or build the creative identity that defines a dining experience.",linear,2,15000,0,0,35000,38713,42426,46139,49851,53564,57277,60990,368960,"Linear: ($35,000 up to $60,990) over 8 yrs − $15,000 training = $368,960","1. Student Pays: Often 2-year culinary degree (~$15k) plus unpaid staging. 2 unpaid years.
2. Earnings trajectory: Salary linearly interpolates from a junior sous chef entry (~$35k) up to the $60,990 median.",High,"The physical and mental demands of a commercial kitchen are grueling. Long, irregular hours, extreme heat, and high-stress environments lead to massive burnout rates.",Complete a 2-year culinary arts program OR work up from a dishwasher/prep cook over 5-10 years. Both paths require enduring years of low pay on the hotline before earning a sous chef or head chef title.,"24,400 projected annual openings. High turnover means jobs are always available, though high-paying prestigious head chef roles are fiercely competitive.","Rare. Almost exclusively relies on 401(k) plans or personal savings, though some corporate hotel/casino chefs receive better benefits."
3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",https://www.onetonline.org/link/summary/47-2152.00,"$30.27 hourly, $62,970 annual",Faster than average (5% to 6%),4.5,"44,000",Post-secondary certificate,"Drain Technician, Fire Sprinkler Service Technician, Pipe Welder, Pipefitter, Plumber, Plumbing Installer, Residential Plumber, Service Plumber, Sprinkler Fitter, Steamfitter","Assemble, install, alter, and repair pipelines or pipe systems that carry water, steam, air, or other liquids or gases. May install heating and cooling equipment and mechanical control systems. Includes sprinkler fitters.",3.2,0.62,"Plumbers, pipefitters, and steamfitters work in highly unstructured environments—crawling under houses, working in tight spaces, and solving unique problems at every job site—making this extremely hard to automate. The work requires licensed professionals who must meet building codes, adding a layer of legal protection. Each job presents different challenges that demand real-time problem-solving, and growing construction and infrastructure needs ensure steady demand that AI won't diminish.",ladder,0,1000,34000,35020,36070,37152,62970,64859,66804,68808,70872,73000,548555,"Yr1 $34,000 + Yr2 $35,020 + Yr3 $36,070 + Yr4 $37,152 + Yr5 $62,970 + Yr6 $64,859 + Yr7 $66,804 + Yr8 $68,808 + Yr9 $70,872 + Yr10 $73,000 = $549,555 − $1,000 training = $548,555","1. Paid Training: 4-5 year paid apprenticeship (0 unpaid years). Requires approx $1,000 out-of-pocket for initial tools.
2. Earnings trajectory: Starts around $34k. Steady 3% annual increases during apprenticeship. Large salary jump upon passing Journeyman exam (Year 5), reaching the median of $62,970. Progression continues past median at 3% annually.",Medium,"Apprenticeships are competitive. The work is dirty, physically demanding, and requires working in tight spaces, extreme weather, and dealing with hazardous materials/biohazards.","Secure a union (UA) or non-union apprenticeship. Complete 4-5 years of paid OJT (8,000+ hours) combined with classroom instruction. Pass the state Journeyman Plumber exam.","44,000 projected annual openings. Massive ongoing demand due to an aging workforce, new construction, and constant need for emergency repairs.",Union plumbers receive excellent multi-employer defined-benefit pensions. Non-union plumbers rely on 401(k) matches.
3,49-9081.00,Wind Turbine Service Technicians,https://www.onetonline.org/link/summary/49-9081.00,"$30.09 hourly, $62,580 annual",Much faster than average (7% or higher),49.9,"2,300",Post-secondary certificate,"Field Service Technician, Renewable Energy Technician, Service Technician, Troubleshooting Technician, Wind Farm Support Specialist, Wind Technician, Wind Turbine Operator, Wind Turbine Service Technician, Wind Turbine Technician, Wind Turbine Troubleshooting Technician","Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions.",3,0.619,"Wind turbine technicians climb hundreds of feet into turbine nacelles in all weather conditions to diagnose and repair complex mechanical and electrical systems — work that demands physical dexterity and on-the-spot problem-solving in environments no robot can currently handle. As the number of installed wind turbines grows rapidly, demand for hands-on service technicians grows right along with it. This is one of the fastest-growing occupations in the country precisely because the machines need human hands to stay running.",linear,1,5000,0,45000,47198,49395,51592,53790,55988,58185,60382,62580,479110,"Linear: ($45,000 up to $62,580) over 9 yrs − $5,000 training = $479,110","1. Student Pays: 1-year certificate program at a community/technical college (~$5k). 1 unpaid year.
2. Earnings trajectory: Salary linearly interpolates from a $45k starting wage up to the $62,580 median.",Medium,"The academic requirements are accessible, but the physical requirements are extreme: climbing 200-300 feet ladders daily, working in confined spaces, and dealing with extreme weather and heavy equipment.",Complete a 1-year technical certificate in wind energy or mechatronics. Some employers hire candidates with general mechanical backgrounds and train them directly.,"2,300 projected annual openings. One of the fastest-growing occupations in the country by percentage, though the total absolute number of jobs is still relatively small.",Generally relies on 401(k) matches from large energy/utility companies.
3,49-9062.00,Medical Equipment Repairers,https://www.onetonline.org/link/summary/49-9062.00,"$30.11 hourly, $62,630 annual",Much faster than average (7% or higher),12.9,"7,300",Associate's degree,"Biomedical Electronics Technician (Biomed Electronics Tech), Biomedical Engineering Technician (Biomed Engineering Tech), Biomedical Equipment Technician (BMET), Biomedical Technician (Biomed Tech), Dental Equipment Technician (Dental Equipment Tech), Durable Medical Equipment Technician (DME Tech), Medical Equipment Service Tech (Medical Equipment Service Technician), Repair Technician (Repair Tech), Service Technician (Service Tech), X-ray Service Engineer","Test, adjust, or repair biomedical or electromedical equipment.",3.2,0.618,"Repairing medical equipment demands hands-on troubleshooting in hospitals and clinics—physically diagnosing and fixing complex machines in unpredictable conditions that robots cannot handle. As healthcare facilities adopt more AI-powered and networked equipment, the demand for skilled repairers who understand both hardware and software will grow. Regulatory requirements also ensure that a qualified human must certify that life-critical equipment is safe to use.",linear,2,10000,0,0,45000,47519,50037,52556,55074,57593,60111,62630,420520,"Linear: ($45,000 up to $62,630) over 8 yrs − $10,000 training = $420,520","1. Student Pays: 2-year Associate's degree in biomedical technology (~$10k). 2 unpaid years.
2. Earnings trajectory: Salary linearly interpolates from a $45k starting wage up to the $62,630 median.",Medium,"Requires a solid foundation in electronics, mechanics, and IT networking, as well as an understanding of hospital/clinical protocols and strict regulatory compliance.",Complete a 2-year associate degree in biomedical equipment technology (BMET) or electronics. Pass optional but highly recommended certifications like the CBET.,"7,300 projected annual openings. Strong demand driven by the increasing complexity and prevalence of electronic medical devices in all healthcare settings.",Those employed directly by large non-profit hospital systems often have access to strong 403(b) or 401(k) plans; defined-benefit pensions are rare but occasionally exist.
3,31-9092.00,Medical Assistants,https://www.onetonline.org/link/summary/31-9092.00,"$21.25 hourly, $44,200 annual",Much faster than average (7% or higher),12.5,"112,300",Associate's degree,"Certified Medical Assistant (CMA), Chiropractor Assistant, Clinical Medical Assistant, Doctor's Assistant, Health Assistant, Ophthalmic Assistant, Ophthalmological Assistant, Optometric Assistant, Outpatient Surgery Assistant, Registered Medical Assistant (RMA)","Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician.",2.7,0.614,"Medical assistants are protected by the need to physically be with patients—taking vitals, drawing blood, preparing exam rooms, and providing comfort that requires a human presence. However, the clinical judgment required is relatively limited, and much of the administrative side of the role is highly automatable. AI will handle scheduling, documentation, and routine triage questions, though the in-person patient interaction keeps this role from being fully displaced.",linear,1,5000,0,34000,35275,36550,37825,39100,40375,41650,42925,44200,346900,"Linear: ($34,000 up to $44,200) over 9 yrs − $5,000 training = $346,900","1. Student Pays: 1-year certificate/diploma program (~$5k). 1 unpaid year.
2. Earnings trajectory: Salary linearly interpolates from a ~$34k entry wage up to the $44,200 median.",Low,"Entry requires only a short certificate program, making it highly accessible. The primary difficulty is managing a heavy patient load, high stress, and administrative burdens for relatively low pay.",Complete a 1-year medical assistant certificate program. Pass a certification exam like the CMA (AAMA) or RMA.,"112,300 projected annual openings. Massive demand due to the aging population and the shift towards team-based care models where MAs handle routine prep work.","Rare. Benefits depend heavily on the employer (hospital vs. private practice), mostly relying on basic 401(k) matching."
3,49-3011.00,Aircraft Mechanics and Service Technicians,https://www.onetonline.org/link/summary/49-3011.00,"$37.83 hourly, $78,680 annual",Average (3% to 4%),4,"11,300",Post-secondary certificate,"Aircraft Maintainer, Aircraft Maintenance Technician (Aircraft Maintenance Tech), Aircraft Mechanic, Aircraft Restorer, Aircraft Service Technician (Aircraft Service Tech), Aircraft Technician (Aircraft Tech), Airframe and Powerplant Mechanic (A and P Mechanic), Aviation Maintenance Technician (AMT), Aviation Mechanic, Helicopter Mechanic","Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems.",3.4,0.612,"Aircraft mechanics work hands-on with complex machinery in physically demanding, unstructured environments—crawling into tight spaces, diagnosing problems by sight and touch, and making repairs that no robot can reliably perform today. They must hold FAA certifications and personally sign off on airworthiness, creating a hard legal requirement for human accountability. AI-powered diagnostics may help them find problems faster, but a licensed human must still do and certify the work.",linear,1.5,15000,0,25000,53585,57170,60755,64340,67925,71510,75095,78680,539060,"Linear: ($50,000 up to $78,680) over 8.5 yrs − $15,000 training = $539,060","1. Student Pays: 18-month FAA-approved Part 147 aviation maintenance program (~$15k). 1.5 unpaid years.
2. Earnings trajectory: Yr2 prorated to 50% ($25,000). Salary linearly interpolates from $50k full-time entry up to the $78,680 median.",High,"Passing the rigorous FAA oral, practical, and written exams is famously difficult. The job itself demands flawless attention to detail, working in noisy/dangerous environments, and huge legal liability for mistakes.",Complete an FAA-approved aviation maintenance technician school (18-24 months) or log 30-36 months of strictly supervised OJT. Pass the FAA Airframe and Powerplant (A&P) exams.,"11,300 projected annual openings. Strong demand from major airlines and cargo fleets navigating a wave of older mechanic retirements.","Major airlines often offer highly competitive 401(k) matches (sometimes 10%+) rather than traditional pensions. Unionized mechanics (e.g., Teamsters, IAM) have strong collective bargaining agreements."
2,31-1122.00,Personal Care Aides,https://www.onetonline.org/link/summary/31-1122.00,"$16.78 hourly, $34,900 annual",Much faster than average (7% or higher),,"765,800",High school diploma or equivalent,"Care Provider, Caregiver, Direct Care Worker, Home Care Aide, Medication Aide, Personal Care Aide, Personal Care Assistant (PCA), Personal Care Attendant (PCA), Resident Assistant, Resident Care Assistant (RCA)","Provide personalized assistance to individuals with disabilities or illness who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housekeeping, and doing laundry. Work is performed in various settings depending on the needs of the care recipient and may include locations such as their home, place of work, out in the community, or at a daytime nonresidential facility.",2.8,0.601,"Personal care aides are deeply protected by the physical, hands-on nature of the work—helping people bathe, dress, eat, and move through their homes requires a human body in unpredictable settings that robots can't handle. Clients and families also value the personal bond and trust that comes with intimate caregiving. However, the role has no licensing requirements and limited high-stakes judgment, and AI won't significantly expand what aides can do, which keeps the overall score moderate.",linear,0.5,500,12000,25211,26422,27633,28844,30056,31267,32478,33689,34900,282000,"Linear: ($24,000 up to $34,900) over 9.5 yrs − $500 training = $282,000","1. Student Pays: Short training requirements (often under 100 hours) mapped as 0.5 unpaid years. Cost is ~$500.
2. Earnings trajectory: Yr1 prorated to 50% ($12,000). Salary linearly interpolates up to the $34,900 median over the remaining years.",Low,"Extremely low academic barriers to entry. The difficulty is entirely physical and emotional, handling lifting, hygiene, and demanding clients for very low pay.",Complete a brief state-approved training program (often a few weeks) and pass a background check. Immediate employment is almost guaranteed.,"765,800 projected annual openings. A massive, perpetual shortage due to the aging population and extremely high turnover rate from burnout.",Extremely rare. Benefits are practically non-existent for independent or agency aides; some may have minimal 401(k) access.
3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",https://www.onetonline.org/link/summary/49-1011.00,"$37.64 hourly, $78,300 annual",Average (3% to 4%),3.1,"52,400",High school diploma or equivalent,"Electrical and Instrumentation Supervisor (E and I Supervisor), Facilities Maintenance Supervisor, Facility Maintenance Supervisor, Maintenance Coordinator, Maintenance Foreman, Maintenance Manager, Maintenance Planner, Maintenance Superintendent, Maintenance Supervisor, Service Manager","Directly supervise and coordinate the activities of mechanics, installers, and repairers. May also advise customers on recommended services. Excludes team or work leaders.",3.1,0.6,"This role is grounded in physical worksites—supervising repairs in unpredictable environments that require hands-on troubleshooting and real-time decision-making. Deep knowledge of specific equipment, crews, and facility quirks builds over years and is hard for AI to replicate. AI tools may help with scheduling and diagnostics, but someone still needs to be on the floor making judgment calls and managing the team.",ladder,0,1000,38000,39140,40314,41524,58000,70000,72075,74150,76225,78300,586728,"Yr1 $38,000 + Yr2 $39,140 + Yr3 $40,314 + Yr4 $41,524 + Yr5 $58,000 + Yr6 $70,000 + Yr7 $72,075 + Yr8 $74,150 + Yr9 $76,225 + Yr10 $78,300 = $587,728 − $1,000 training = $586,728","1. Paid Training: Mapped from day one of a mechanic career (blended across several entry points like Lube Tech, Helper, or Apprentice at $38k). Includes $1,000 for specialized tools. 0 unpaid years.
2. Earnings trajectory: Salary grows 3% during apprenticeship. Reaches Journeyman level at Year 5 ($58k). Promotion to Supervisor occurs at Year 6, jumping to ~$70k and growing to the $78,300 median.",Medium,"Requires mastering a complex mechanical trade through years of hard physical work, and then demonstrating the leadership and organizational skills to run a whole shop or crew.","Start as an entry-level mechanic or repair tech. Spend 5-10 years gaining deep technical expertise, specialized certifications (e.g., Master ASE), and soft skills to earn a supervisor role.","52,400 projected annual openings. Steady demand reliant strictly on internal promotions to replace retiring foremen and shop managers.",Union supervisors often have excellent pensions. Non-union managers at dealerships or fleets rely on 401(k) matches.
3,47-1011.03,Solar Energy Installation Managers,https://www.onetonline.org/link/summary/47-1011.03,"$37.83 hourly, $78,690 annual",Faster than average (5% to 6%),,"74,400",High school diploma or equivalent,"Commercial Field Manager, Commercial Solar Superintendent, Installation Manager, Residential Field Manager, Residential Field Supervisor, Solar Energy Installation Manager, Solar Field Supervisor, Solar Installation Crew Foreman, Solar Installation Manager, Solar Installation Supervisor",Direct work crews installing residential or commercial solar photovoltaic or thermal systems.,3.2,0.6,"This role requires hands-on supervision at job sites where conditions change daily—rooftops, weather, and crew coordination can't be managed remotely by software. Managers must make real-time judgment calls about safety, code compliance, and installation quality. As AI streamlines project planning and permitting, demand for skilled managers who can oversee more installations simultaneously is likely to grow.",ladder,0,0,38000,39140,40314,41524,42769,70000,72172,74345,76518,78690,573472,"Yr1 $38,000 + Yr2 $39,140 + Yr3 $40,314 + Yr4 $41,524 + Yr5 $42,769 + Yr6 $70,000 + Yr7 $72,172 + Yr8 $74,345 + Yr9 $76,518 + Yr10 $78,690 = $573,472 − $0 training = $573,472","1. Paid Training: Promoted from experienced solar installers (0 unpaid years, $0 cost). We map this from day one of the solar career. 0 unpaid years.
2. Earnings trajectory: Salary starts at entry installer wage ($38k). Promotion to manager occurs around Year 6, jumping to ~$70k and growing to the $78,690 median.",Medium,"Requires years on hot roofs lugging heavy panels to understand the trade. Must understand electrical codes, roofing, and manage diverse crews under tight deadlines.",Work 3-5 years as a solar photovoltaic installer. Gain NABCEP certifications and demonstrate ability to run jobs efficiently.,"74,400 projected annual openings (broader construction supervisor category). Extremely fast localized growth driven by renewable energy incentives.",Almost entirely reliant on standard 401(k) plans unless working for a large unionized utility contractor.
3,29-2057.00,Ophthalmic Medical Technicians,https://www.onetonline.org/link/summary/29-2057.00,"$21.19 hourly, $44,080 annual",Much faster than average (7% or higher),19.8,"12,500",High school diploma or equivalent,"Certified Ophthalmic Medical Technician (Certified Ophthalmic Medical Tech), Certified Ophthalmic Surgical Assistant, Certified Ophthalmic Technician (COT), Certified Ophthalmic Technician-Surgical Assistant (COT-SA), Health Technician (Health Tech), Ophthalmic Assistant, Ophthalmic Diagnostic Sonographer, Ophthalmic Medical Assistant, Ophthalmic Medical Technician (Ophthalmic Medical Tech), Ophthalmic Tech (Ophthalmic Technician)","Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",2.8,0.595,"Ophthalmic medical technicians work directly with patients, performing eye exams and diagnostic tests that require hands-on skill and patient interaction in clinical settings. Patients need a real person guiding them through procedures and putting them at ease. While AI-powered diagnostic tools are improving rapidly and could automate some testing and screening tasks, the in-person clinical work and patient-facing nature of the role provide meaningful protection.",linear,1,5000,0,32000,33510,35020,36530,38040,39550,41060,42570,44080,337360,"Linear: ($32,000 up to $44,080) over 9 yrs − $5,000 training = $337,360","1. Student Pays: 1-year certificate or diploma program (~$5k). 1 unpaid year.
2. Earnings trajectory: Salary linearly interpolates from a ~$32k entry wage up to the $44,080 median.",Medium,"Requires mastering specialized optical diagnostic equipment and terminology, along with strong patient interaction skills. Certification exams are challenging.","Complete a 1-year CAHEP-accredited certificate or an Associate degree, then pass the JCAHPO certification exam (e.g., COT). Alternatively, learn via OJT starting as an uncertified assistant.","12,500 projected annual openings. Fast growth driven by the aging population developing cataracts, macular degeneration, and glaucoma.",Rare. Generally relies on hospital or large ophthalmic clinic 401(k) matching.
2,11-9051.00,Food Service Managers,https://www.onetonline.org/link/summary/11-9051.00,"$31.40 hourly, $65,310 annual",Faster than average (5% to 6%),6.4,"42,000",High school diploma or equivalent,"Banquet Manager, Catering Manager, CDM (Certified Dietary Manager), Dining Service Director, F and B Manager (Food and Beverage Manager), Food Service Director, Food Service Manager, Food Service Supervisor, Kitchen Manager, Restaurant Manager","Plan, direct, or coordinate activities of an organization or department that serves food and beverages.",2.9,0.593,"Food service managers need to be on-site to handle the unpredictable reality of running a kitchen and dining operation—staffing emergencies, customer complaints, supply shortages, and health inspections all require a human in the room making quick decisions. Their deep knowledge of their specific team, vendors, and location is hard to replicate. AI will help with scheduling, inventory, and ordering, but the people-management and real-time problem-solving core of the job remains firmly human.",ladder,0,200,32000,32960,33949,34967,36016,55000,57578,60155,62732,65310,470467,"Yr1 $32,000 + Yr2 $32,960 + Yr3 $33,949 + Yr4 $34,967 + Yr5 $36,016 + Yr6 $55,000 + Yr7 $57,578 + Yr8 $60,155 + Yr9 $62,732 + Yr10 $65,310 = $470,667 − $200 training = $470,467","1. Paid Training: Mapped from day one of a food service career (blended across several entry points like Cook, Server, or Host at $32k). Includes $200 for manager certifications (ServSafe). 0 unpaid years.
2. Earnings trajectory: Salary grows 3% during the 5-year frontline service phase. Promotion to Manager occurs at Year 6, jumping to ~$55k and growing to the $65,310 median.",Medium,"No heavy academic barriers, but the job is notoriously stressful. Long hours (often 50-60+ per week), dealing with constant staffing crises, demanding customers, and incredibly tight margins.","Work up from a server, host, or line cook to shift supervisor, eventually proving capable of running the entire daily operation.","42,000 projected annual openings. High turnover ensures constant demand, though many roles offer poor work-life balance.","Extremely rare in standard restaurants. Those working in corporate dining, universities, or hospitals might get better 401(k) matches or, rarely, a pension."
3,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,https://www.onetonline.org/link/summary/49-3031.00,"$29.15 hourly, $60,640 annual",Slower than average (1% to 2%),2.4,"26,500",Post-secondary certificate,"Bus Mechanic, Diesel Mechanic, Diesel Technician (Diesel Tech), Fleet Mechanic, General Repair Mechanic, Heavy Truck Mechanic, Service Technician, Trailer Mechanic, Transit Mechanic, Truck Mechanic","Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.",3.2,0.59,"Diesel mechanics work hands-on in unpredictable shop and roadside environments, diagnosing and repairing heavy equipment that requires significant physical dexterity—something robots can't reliably do. Each vehicle presents unique problems shaped by age, use history, and prior repairs, demanding real troubleshooting skill. As fleets adopt more complex technology, experienced mechanics who can interpret diagnostic tools and adapt to new systems will remain essential.",linear,1,5000,0,42000,44330,46660,48990,51320,53650,55980,58310,60640,456880,"Linear: ($42,000 up to $60,640) over 9 yrs − $5,000 training = $456,880","1. Student Pays: 1-year diesel tech certificate (~$5k). 1 unpaid year.
2. Earnings trajectory: Salary linearly interpolates from a ~$42k entry wage up to the $60,640 median.",Medium,"Academically straightforward with a certificate, but the physical work is brutal. Working on massive engines requires heavy lifting, awkward positions, and dealing with grease, noise, and complex new diesel exhaust fluid (DEF) tech.",Complete a 1-year diesel technology certificate program or enter an apprenticeship. Obtain ASE heavy truck certifications to boost pay.,"26,500 projected annual openings. Strong, steady demand driven by the massive volume of freight moved by trucks and the necessity of transit fleets.","Unionized transit/bus mechanics (e.g., MTA or school districts) receive excellent pensions. Private trucking fleets use 401(k)s."
2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",https://www.onetonline.org/link/summary/33-9092.00,"$16.21 hourly, $33,720 annual",Faster than average (5% to 6%),5.8,"42,700",Less than high school diploma,"Beach Attendant, Beach Lifeguard, Lifeguard, Marine Safety Officer, Ocean Lifeguard, Ocean Lifeguard Specialist, Pool Attendant, Pool Lifeguard, Ski Patrol Paramedic, Ski Patroller","Monitor recreational areas, such as pools, beaches, or ski slopes, to provide assistance and protection to participants.",2.9,0.59,"The entire value of a lifeguard or ski patrol worker is being physically present in dynamic, unpredictable outdoor environments and responding instantly to emergencies—something no AI or robot can reliably do. They make real-time life-or-death judgment calls and carry certification-based accountability for safety. However, the role doesn't benefit much from AI advances and there's limited opportunity for AI to expand demand or free up their time.",linear,0,300,28000,28636,29271,29907,30542,31178,31813,32449,33084,33720,308300,"Linear: ($28,000 up to $33,720) over 10 yrs − $300 training = $308,300","1. Student Pays: Short certification courses (e.g., Red Cross Lifeguarding, OEC for ski patrol) cost ~$300 but take very little time (0 unpaid years).
2. Earnings trajectory: Salary linearly interpolates from a ~$28k entry wage up to the $33,720 median.",Medium,"Requires peak physical condition and swimming/skiing ability. While the certifications are fast, the responsibility for human life is massive and requires constant vigilance.","Pass a physical skills test, complete a short certification (like Red Cross Lifeguarding $150-$300, or National Ski Patrol OEC), and maintain CPR/AED certs.","42,700 projected annual openings. Massive seasonal demand and high turnover provide easy entry, but year-round, full-time career roles are extremely scarce.",Almost nonexistent. This is overwhelmingly seasonal or part-time work without benefits.
3,49-2098.00,Security and Fire Alarm Systems Installers,https://www.onetonline.org/link/summary/49-2098.00,"$28.51 hourly, $59,300 annual",Much faster than average (7% or higher),10.4,"9,400",Post-secondary certificate,"Alarm Technician, Fire Alarm Technician (Fire Alarm Tech), Home Security Alarm Installer, Install Technician, Installation Technician, Installer, Security Installation Technician, Security Installer, Security Technician (Security Tech), Service Technician","Install, program, maintain, and repair security and fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes.",3,0.59,"This job is hands-on work in unpredictable environments — running wiring through walls, mounting sensors, and troubleshooting installations in buildings that are all slightly different. Robots can't navigate crawl spaces, attics, and existing construction the way a skilled installer can. Growing demand for smart building systems and connected security technology means these workers will have more, not less, work as AI-driven security systems need physical installation and maintenance.",linear,0.5,2000,20000,42144,44289,46433,48578,50722,52867,55011,57156,59300,474500,"Linear: ($40,000 up to $59,300) over 9.5 yrs − $2,000 training = $474,500","1. Student Pays: Short post-secondary certificate or dedicated initial OJT mapped as 0.5 unpaid years (~$2k).
2. Earnings trajectory: Yr1 prorated to 50% ($20,000). Salary linearly interpolates up to the $59,300 median.",Medium,"Requires crawling through tight spaces (attics, drop-ceilings) to run low-voltage wire, plus understanding minor networking, electronics, and strict commercial fire codes.",Complete a brief community college certificate in low-voltage electronics or start as an installer helper. NICET certifications are highly valued for fire alarms.,"9,400 projected annual openings. Very fast growth driven by the transition to smart buildings and integrated IT/security camera systems.","Large unionized contractors or companies like ADT may offer robust 401(k)s, but defined-benefit pensions are rare outside of the IBEW."
2,49-9051.00,Electrical Power-Line Installers and Repairers,https://www.onetonline.org/link/summary/49-9051.00,"$44.50 hourly, $92,560 annual",Much faster than average (7% or higher),6.6,"10,700",High school diploma or equivalent,"Class Gloving Electrical Lineman, Class Rubber Gloving Lineman, Electrical Lineman, Electrical Lineworker, Lineworker, Power Lineman, Power Lineman Technician, Service Man, Third Step Lineman, Troubleman",Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,3.1,0.589,"Power-line installers climb poles and towers, work from bucket trucks, and string cable in all weather conditions across highly unstructured outdoor environments—this is about as far from automatable desk work as it gets. The job carries real physical danger and requires licensed, safety-certified workers, which adds a layer of human accountability. Growing demand for grid expansion and renewable energy connections should keep this role steady or growing.",ladder,0,1000,45000,46350,47740,49172,92560,95337,98197,101143,104177,107303,785979,"Yr1 $45,000 + Yr2 $46,350 + Yr3 $47,740 + Yr4 $49,172 + Yr5 $92,560 + Yr6 $95,337 + Yr7 $98,197 + Yr8 $101,143 + Yr9 $104,177 + Yr10 $107,303 = $786,979 − $1,000 training = $785,979","1. Paid Training: 3-4 year paid union or utility apprenticeship (0 unpaid years). Requires CDL and tools (~$1k+).
2. Earnings trajectory: Starts ~$45k as an apprentice/groundman. Steady 3% annual increases. At Year 5, completes apprenticeship to become a Journeyman Lineman, jumping to the median of $92,560. Continues at 3% growth.",High,"Extremely difficult and dangerous. Climbing poles in severe storms, handling high-voltage live lines, heavy lifting, and massive travel/on-call requirements wash many candidates out.","Obtain a Class A CDL. Apply for a highly competitive utility or IBEW apprenticeship. Work as a groundman, then complete 3-4 years of grueling field training to become a Journeyman Lineman.","10,700 projected annual openings. Incredible demand and massive earning potential (often $150k+ with storm overtime) due to grid modernization and renewable tie-ins.","Outstanding defined-benefit pensions are the norm, supplemented by strong union 401k/annuity options through the IBEW or municipal utilities."
3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",https://www.onetonline.org/link/summary/39-5012.00,"$16.95 hourly, $35,250 annual",Faster than average (5% to 6%),5.6,"75,800",Post-secondary certificate,"Beautician, Cosmetologist, Hair Dresser, Hair Stylist, Hairdresser, Hairstylist, Stylist","Provide beauty services, such as cutting, coloring, and styling hair, and massaging and treating scalp. May shampoo hair, apply makeup, dress wigs, remove hair, and provide nail and skincare services.",2.8,0.589,"This work is fundamentally hands-on — stylists must physically touch, manipulate, and shape hair in real time on unique individuals, which makes automation extremely difficult. Clients also build personal relationships with their stylist and trust them with their appearance, adding a strong human loyalty factor. However, the role doesn't involve high-stakes judgment or legal accountability, and AI doesn't create new demand for hairstyling, which limits the overall score.",linear,1,15000,0,25000,26281,27562,28844,30125,31406,32688,33969,35250,256125,"Linear: ($25,000 up to $35,250) over 9 yrs − $15,000 training = $256,125","1. Student Pays: Cosmetology school (usually 1,000-1,500 hours) mapped as 1 unpaid year (~$15k).
2. Earnings trajectory: Salary linearly interpolates from a ~$25k starting wage (building a book of clients) up to the $35,250 median.",Low,"Cosmetology school is accessible, but building a loyal client base takes years of hustle. The physical toll of standing all day with arms elevated leads to back and wrist injuries.",Complete a state-approved cosmetology program ($10k-$20k). Pass the state board written and practical exams to earn a license.,"75,800 projected annual openings. Steady demand, but highly dependent on the stylist's personal marketing and client retention skills to actually earn a living.",Nonexistent. Mostly independent contractors (booth renters) or employees at chain salons; entirely reliant on personal savings/IRAs.
