Job Zone,Code,Occupation,Data-level,url,Median Wage,Projected Growth,Projected Job Openings,ai_proof_score,final_ranking,key_drivers
2,47-2142.00,Paperhangers,Y,https://www.onetonline.org/link/summary/47-2142.00,"$23.20 hourly, $48,260 annual",Faster than average (5% to 6%),200,3.7,0.593,"Strong physical presence in unstructured residential/commercial environments (A1=4) and meaningful judgment in pattern alignment, surface preparation, and aesthetic decisions (A3=3) provide solid defensive value. Some trust and accountability value (A2=3, A4=2–3). Work requires spatial reasoning and craftsmanship that remains difficult to automate. Limited offensive value but growing home-improvement demand."
5,25-1122.00,"Communications Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1122.00,"$77,800 annual",Slower than average (1% to 2%),"2,700",4.2,0.592,"Higher education pedagogy is fundamentally relational—students pay for mentorship, critique, and modeling of expert thinking, not content delivery. The professor's growth through student interaction and evolving course design based on cohort feedback is core to institutional value. Teaching expertise and institutional knowledge of department dynamics, student needs, and curriculum history are deeply entrenched. Significant time spent on grading/admin could be AI-assisted."
1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Y,https://www.onetonline.org/link/summary/35-9011.00,"$15.71 hourly, $32,670 annual",Faster than average (5% to 6%),"99,600",2.6,0.592,"The primary defense is physical presence (A1=4)—bussing tables, wiping spills, managing service flows in real-world dining spaces requires dexterity and environmental adaptation that robots struggle with today. All other defenses are weak: no judgment required, no trust product, no legal accountability, and minimal contextual knowledge."
3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Y,https://www.onetonline.org/link/summary/49-1011.00,"$37.64 hourly, $78,300 annual",Average (3% to 4%),"52,400",3.2,0.592,"Moderate physical presence and coordination of technical teams provides some defense, along with situational judgment in managing field repairs. However, no strong legal accountability or trust-as-product dynamic weakens overall resilience. AI tools for diagnostics and work assignment could enhance productivity, though human oversight of complex repairs remains necessary."
4,19-2032.00,Materials Scientists,Y,https://www.onetonline.org/link/summary/19-2032.00,"$50.08 hourly, $104,160 annual",Faster than average (5% to 6%),600,3.5,0.592,"Materials scientists face moderate defensive risk: the work involves genuine novel judgment in hypothesis-driven research, but carries limited legal accountability and trust is not the core product. The role is partially protected by creative POV and transformative learning—each material system teaches the scientist something unexpected. Strong offensive potential comes from AI compressing literature review, data analysis, and computational modeling, freeing scientists for high-risk, high-reward discovery work and for interpreting AI-generated candidates."
5,19-1029.02,Molecular and Cellular Biologists,Y,https://www.onetonline.org/link/summary/19-1029.02,"$44.87 hourly, $93,330 annual",Slower than average (1% to 2%),"4,800",4.1,0.592,"Research biology demands frequent novel judgment in designing experiments, interpreting ambiguous results, and navigating unprecedented findings where failure has professional/institutional consequences. Deep domain expertise, peer accountability within scientific communities, and institutional knowledge are core assets. AI will handle data processing and literature analysis but cannot replace experimental design intuition or hypothesis generation."
3,19-4013.00,Food Science Technicians,Y,https://www.onetonline.org/link/summary/19-4013.00,"$23.76 hourly, $49,430 annual",Faster than average (5% to 6%),"3,200",3.2,0.591,"Food Science Technicians benefit from moderate legal accountability in quality assurance and some deep contextual knowledge of lab procedures, but face significant automation risk in routine testing and data analysis. AI will likely compress administrative and data-processing tasks, freeing technicians for more interpretive work, though the core role remains vulnerable to equipment automation."
4,17-2072.01,Radio Frequency Identification Device Specialists,Y,https://www.onetonline.org/link/summary/17-2072.01,"$61.34 hourly, $127,590 annual",Faster than average (5% to 6%),"5,700",3.1,0.591,"RFID specialists require physical presence in complex field environments to design, deploy, and troubleshoot systems; judgment calls on system configuration and problem-solving in novel scenarios provide some defense. Job Zone 4 complexity and deep organizational systems knowledge offer moderate protection. Strong AI management opportunity as systems become more autonomous and require expert validation."
3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Y,https://www.onetonline.org/link/summary/53-5021.00,"$41.13 hourly, $85,540 annual",Slower than average (1% to 2%),"4,300",4.1,0.59,"Legal accountability and licensure are absolute requirements—maritime law mandates human captains with direct liability. Novel, high-stakes judgment in unstructured ocean environments, combined with deep situational knowledge of specific routes and vessel characteristics, creates strong defenses. However, autonomous shipping technology is advancing, creating long-term displacement risk despite current regulatory protection."
3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Y,https://www.onetonline.org/link/summary/45-1011.00,"$28.53 hourly, $59,330 annual",Average (3% to 4%),"8,500",3.5,0.59,"Physical presence in unstructured agricultural/forestry environments (A1=4) and contextual knowledge of land, equipment, and crew dynamics (A5=4) provide meaningful defense. Judgment calls are routine but not novel (A3=3), and legal accountability is moderate (A4=3). AI could reduce scheduling and safety documentation burden (A9=4), creating net positive despite moderate defenses."
4,41-3021.00,Insurance Sales Agents,Y,https://www.onetonline.org/link/summary/41-3021.00,"$29.02 hourly, $60,370 annual",Average (3% to 4%),"47,000",3.2,0.59,"Trust and human relationship are central to insurance sales—clients often buy from agents they know and trust, not from algorithms. Judgment about client needs, risk tolerance, and appropriate coverage requires contextual understanding. Licensing and accountability, combined with regulatory oversight, create modest protection. However, digital insurance distribution and comparison shopping are eroding the moat."
3,49-3051.00,Motorboat Mechanics and Service Technicians,Y,https://www.onetonline.org/link/summary/49-3051.00,"$26.42 hourly, $54,950 annual",Faster than average (5% to 6%),"2,600",3.2,0.587,"Physical hands-on troubleshooting in unstructured marine environments and a moderate degree of judgment in diagnosing mechanical/electrical faults provides some resilience. Ongoing learning through field experience and equipment-specific knowledge adds value. However, modern marine engines are becoming simpler and more reliable; diagnostic AI and remote monitoring will reduce mystery faults."
4,13-2051.00,Financial and Investment Analysts,Y,https://www.onetonline.org/link/summary/13-2051.00,"$48.73 hourly, $101,350 annual",Faster than average (5% to 6%),"25,100",2.8,0.586,"This role is fundamentally vulnerable to AI displacement—financial analysis relies on pattern recognition and data synthesis that LLMs and machine learning excel at. While judgment calls on market movements exist, most are made within well-mapped scenarios (A3=3). Administrative burden (A9=4) is substantial, but that doesn't create new demand; it just means fewer analysts needed."
2,47-4051.00,Highway Maintenance Workers,Y,https://www.onetonline.org/link/summary/47-4051.00,"$23.59 hourly, $49,070 annual",Average (3% to 4%),"12,300",3.4,0.586,"Unstructured physical work in variable weather and traffic conditions resists automation, and modest institutional knowledge of local road systems adds resilience. Tasks remain largely routine with low stakes and limited judgment. AI-powered traffic management and maintenance scheduling will expand demand for field crews as asset managers optimize maintenance cycles."
5,25-1054.00,"Physics Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1054.00,"$97,360 annual",Average (3% to 4%),"1,300",3.8,0.586,"Physics instructors are protected by the relational core of teaching—students value the human mentor who grows with them and adapts teaching to their needs. Deep institutional and pedagogical knowledge of how students learn specific concepts is built over time. The role requires judgment about student understanding and course design. AI can automate grading, generate problem sets, and provide personalized tutoring supplements, enhancing rather than replacing the instructor."
5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1126.00,"$78,050 annual",Slower than average (1% to 2%),"2,000",4.2,0.586,"This role is anchored in A3 (novel judgment—interpreting texts, synthesizing philosophical arguments), A7 (human POV—students value the professor's distinct intellectual voice), and A8 (transformation through dialogue—the student-teacher relationship itself is transformative). The role also benefits from deep institutional knowledge of departmental culture and student populations. AI cannot substitute for the lived, evolved perspective that makes a philosophy teacher valuable."
3,53-7021.00,Crane and Tower Operators,Y,https://www.onetonline.org/link/summary/53-7021.00,"$31.91 hourly, $66,370 annual",Average (3% to 4%),"3,800",3.6,0.585,"Crane operators require physical presence in unstructured environments, significant safety judgment (load assessment, wind, obstacles, crew coordination), and legal licensing/accountability. Job Zone 3 with real stakes and judgment. However, remote-operated and autonomous cranes are advancing; the core competency is increasingly about system management rather than hands-on operation."
2,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Y,https://www.onetonline.org/link/summary/39-1014.00,"$22.55 hourly, $46,900 annual",Faster than average (5% to 6%),"13,400",2.9,0.585,"Limited hard defenses: low legal accountability (A4=2), routine judgment in familiar scenarios (A3=2), and minimal specialized dexterity (A1=2). Trust and relationship matter somewhat (A2=3) but are not the core value. Some downstream benefit as AI optimizes scheduling and administrative burden (A9=3, A10=3) prevents score from falling further."
5,25-1067.00,"Sociology Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1067.00,"$82,540 annual",Slower than average (1% to 2%),"1,100",4.3,0.585,The human mentoring relationship and intellectual transformation of students is the core product—not replaceable by AI lectures. Tenured faculty status and professional autonomy provide structural protection. Teaching sociology requires novel judgment about framing social complexity and guiding student growth. Creative perspective is valued.
3,13-1041.08,Customs Brokers,Y,https://www.onetonline.org/link/summary/13-1041.08,"$37.70 hourly, $78,420 annual",Average (3% to 4%),"33,300",3.2,0.583,"Legal accountability as a licensed professional and trust as core product (clients rely on broker expertise and relationships) provide meaningful defense. Deep institutional knowledge of regulations, tariffs, and agency relationships is difficult to replicate. However, rule-based classification and documentation tasks are highly automatable, and regulatory harmonization reduces judgment complexity."
5,19-1029.04,Biologists,Y,https://www.onetonline.org/link/summary/19-1029.04,"$44.87 hourly, $93,330 annual",Slower than average (1% to 2%),"4,800",4.0,0.58,"Core value is novel hypothesis generation, experimental design, and interpretation of complex biological systems in genuinely exploratory research—work that requires deep domain insight and cannot be pattern-matched. Scientists grow substantially through iterative research cycles and unexpected findings. AI will handle data analysis, literature synthesis, and routine molecular work, freeing scientists for higher-level strategic thinking."
5,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1043.00,"$100,830 annual",Average (3% to 4%),100,4.2,0.58,"Postsecondary teaching is protected by legal accountability (tenure, accreditation requirements), novel judgment in curriculum design and student mentorship, and deep institutional knowledge. However, online learning platforms and AI tutoring threaten some lecture-based content delivery, limiting the score from reaching 4.5+."
2,49-9031.00,Home Appliance Repairers,Y,https://www.onetonline.org/link/summary/49-9031.00,"$23.76 hourly, $49,410 annual",Average (3% to 4%),"3,100",3.6,0.58,"Physical presence in customers' homes and hands-on dexterity provide meaningful defense, as does customer trust and relationship value. Judgment in diagnosis and repair remains moderately novel. However, no legal accountability exists. Growth in smart-home diagnostics, remote repair guidance, and predictive maintenance will expand demand for technicians who can interpret AI recommendations and perform complex field work."
3,31-9097.00,Phlebotomists,Y,https://www.onetonline.org/link/summary/31-9097.00,"$20.99 hourly, $43,660 annual",Faster than average (5% to 6%),"18,400",2.8,0.579,"Phlebotomists rely on physical presence and manual dexterity (venipuncture in varied patient circumstances), which provides some near-term protection. However, the core task is routine and highly standardized—draw blood, label, process—with minimal novel judgment required. Legal accountability is limited; while certification is required, the role lacks the independent decision-making authority of licensed providers. Growing robotic blood-draw technologies pose a medium-term threat."
5,25-4022.00,Librarians and Media Collections Specialists,Y,https://www.onetonline.org/link/summary/25-4022.00,"$30.92 hourly, $64,320 annual",Slower than average (1% to 2%),"13,500",3.8,0.578,"Librarians combine institutional knowledge (collection curation, community partnerships, resource management), relationship-based value (reader's advisory, research mentorship), and judgment calls (collection development, policy interpretation). However, the role's core mission — information access — is increasingly fulfilled by Google and AI search. Resilience depends on repositioning as community hub, research guide, and information literacy educator rather than collection custodian."
5,29-2011.02,Cytotechnologists,Y,https://www.onetonline.org/link/summary/29-2011.02,"$29.75 hourly, $61,890 annual",Slower than average (1% to 2%),"22,600",3.7,0.577,"Fully licensed professional role with direct liability for diagnostic accuracy and credentialing requirements create strong legal defense. Novel judgment in detecting precancerous and cancerous abnormalities requires reasoning beyond pattern matching, especially in ambiguous borderline cases. Deep institutional learning through thousands of cases is irreplaceable."
5,29-1299.02,Orthoptists,Y,https://www.onetonline.org/link/summary/29-1299.02,"$54.68 hourly, $113,730 annual",Slower than average (1% to 2%),"2,400",4.1,0.577,"Orthoptists benefit from licensure/certification requirements and some legal accountability in clinical practice, plus judgment calls in vision therapy and binocular assessment. However, the scope is narrower than full optometry, and many tasks are protocol-driven."
2,31-1132.00,Orderlies,Y,https://www.onetonline.org/link/summary/31-1132.00,"$18.12 hourly, $37,700 annual",Average (3% to 4%),"7,800",3.4,0.576,"Physical presence in unstructured hospital/clinical environments provides meaningful protection—patient mobility assistance, environmental navigation, and manual handling remain difficult for robots in the near term. However, no legal accountability or high-stakes judgment protects the role."
2,53-7062.04,Recycling and Reclamation Workers,Y,https://www.onetonline.org/link/summary/53-7062.04,"$18.72 hourly, $38,940 annual",Slower than average (1% to 2%),"384,300",3.2,0.576,"Physical presence in unstructured environments and moderate dexterity provide defensive protection, but judgment is routine and stakes are low. Administrative burden is significant, freeing up potential for higher-value sorting and recovery work as AI optimizes logistics upstream."
5,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1111.00,"$71,470 annual",Slower than average (1% to 2%),"1,200",4.2,0.575,"Academic teaching roles enjoy strong defenses: trust and human relationships are central to student development (A2: 4), requiring genuine pedagogical judgment in novel, high-stakes educational situations (A3: 4), and tenure/credentialing provide legal accountability and autonomy (A4: 4). Faculty must be transformed by their relationships with students and evolving discipline (A8: 4), bringing deep institutional knowledge of curriculum and students (A5: 4). While politically navigating departments is important (A6: 3), AI will expand demand for expert faculty to oversee criminal justice AI systems and ethics (A10: 4)."
5,25-1063.00,"Economics Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1063.00,"$119,980 annual",Slower than average (1% to 2%),"1,200",4.2,0.575,"Teaching is fundamentally relational and transformative; students buy access to a credentialed expert's judgment and mentorship, not content (which is increasingly available online). Deep institutional knowledge and the ability to adapt teaching in response to student growth anchor the role. AI will enhance lecture preparation and grading, freeing time for higher-value pedagogical work."
4,17-2171.00,Petroleum Engineers,Y,https://www.onetonline.org/link/summary/17-2171.00,"$67.92 hourly, $141,280 annual",Slower than average (1% to 2%),"1,200",4.2,0.575,"Petroleum engineers regularly navigate novel, high-stakes technical challenges in new reservoir conditions and unconventional extraction scenarios (A3: 4). Professional licensure and legal liability for design and safety decisions are significant (A4: 4), and deep institutional knowledge of project history and field-specific conditions is critical (A5: 4). AI will accelerate modeling and simulation work (A9: 4), expanding rather than reducing engineer capacity for judgment-intensive work."
2,49-3093.00,Tire Repairers and Changers,Y,https://www.onetonline.org/link/summary/49-3093.00,"$17.85 hourly, $37,120 annual",Faster than average (5% to 6%),"15,300",2.8,0.575,"Physical presence in unstructured environments (customer vehicles, roadside) is a strong defense, but judgment is limited to familiar scenarios and legal accountability is weak. The role offers no clear downstream expansion as vehicles transition to electric/autonomous platforms."
2,39-9011.01,Nannies,Y,https://www.onetonline.org/link/summary/39-9011.01,"$15.41 hourly, $32,050 annual",Decline (-1% or lower),"160,200",4.3,0.575,"The human relationship is the entire product (A2=5)—parents buy a trusted caregiver who grows and adapts with their child (A8=5), not a transactional service. Physical presence in unstructured home environments (A1=5) with novel judgment calls about safety, discipline, and child development (A3=4) are non-negotiable. Deep relationship knowledge over time (A5=4) is a critical asset."
5,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1062.00,"$84,290 annual",Slower than average (1% to 2%),"1,100",4.2,0.573,"Teaching cultural and area studies is deeply relational; students value the educator's lived perspective, cultural authority, and transformative mentorship—irreplaceable by AI. The role's strength in trust, creative voice, and human growth offset limited direct AI amplification."
4,19-1032.00,Foresters,Y,https://www.onetonline.org/link/summary/19-1032.00,"$33.97 hourly, $70,660 annual",Slower than average (1% to 2%),"1,100",4.2,0.573,"Foresters benefit from high novel judgment in forest management planning across complex, variable ecosystems, meaningful legal accountability in regulatory compliance and liability, and deep accumulated knowledge of specific forests and long-term management strategies. They also stand to gain significantly as AI tools handle data synthesis and scenario modeling, expanding their analytical capacity and strategic focus."
2,43-5011.01,Freight Forwarders,Y,https://www.onetonline.org/link/summary/43-5011.01,"$23.99 hourly, $49,900 annual",Much faster than average (7% or higher),"8,800",2.4,0.573,Freight forwarding is fundamentally a logistics coordination and documentation role—both highly automatable by supply-chain AI. Physical presence is minimal and limited to structured warehouse/port environments. Trust and judgment are secondary to process execution and data management.
5,25-1082.00,"Library Science Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1082.00,"$78,630 annual",Average (3% to 4%),400,3.9,0.573,"This advanced academic role depends heavily on novel judgment in designing curricula for an evolving information landscape, deep institutional knowledge of library science pedagogy, and genuine transformation of students through mentorship. Faculty status, institutional embeddedness, and the relational nature of teaching create meaningful defensive resilience. AI may expand the role by automating literature review and research administration, positioning faculty as curators of AI-driven information systems."
2,37-2021.00,Pest Control Workers,Y,https://www.onetonline.org/link/summary/37-2021.00,"$21.51 hourly, $44,730 annual",Faster than average (5% to 6%),"13,400",2.8,0.573,"Physical presence in unstructured environments is core (A1: 4), and some judgment is required in diagnosing infestations (A3: 2). However, tasks are highly routinizable (A3: 2), legal accountability is minimal (A4: 1), and trust is not the primary product (A2: 2). The role is in the path of automation; robotics and AI diagnostics pose real displacement risk."
5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1193.00,"$75,890 annual",Slower than average (1% to 2%),"1,100",4.2,0.573,"Job Zone 5 expertise, physical presence in classroom/lab, and students' reliance on human mentorship and transformation create solid defensive strength. Trust in the educator-student relationship is central; judgment in curriculum design and student guidance is genuine and high-stakes. Relatively optimized role with less administrative burden limits AI upside."
1,47-5051.00,"Rock Splitters, Quarry",Y,https://www.onetonline.org/link/summary/47-5051.00,"$22.82 hourly, $47,460 annual",Average (3% to 4%),400,3.9,0.573,"Role is protected by irreducible physical presence requirement—work in unstructured quarry environments with complex material assessment and equipment operation that robots struggle with in outdoor, variable conditions. Accumulated experience reading rock quality and predicting split outcomes is valuable. As construction/infrastructure demand grows, need for quarry labor will expand, and AI-optimized extraction planning will increase efficiency of human labor rather than replace it."
4,13-2022.00,Appraisers of Personal and Business Property,Y,https://www.onetonline.org/link/summary/13-2022.00,"$31.45 hourly, $65,420 annual",Average (3% to 4%),"6,300",3.4,0.571,"Personal and business property appraisals require genuine novel judgment in assessing unique, specialized assets where AI lacks domain grounding. Legal accountability is strong, and trust in the appraiser's expertise remains important for high-stakes valuations."
3,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Y,https://www.onetonline.org/link/summary/53-1043.00,"$29.76 hourly, $61,890 annual",Average (3% to 4%),"61,300",3.0,0.571,"Moderate physical presence (A1=3) in semi-structured vehicle/machine operations. Accumulated knowledge of equipment, routes, and personnel (A5=4) provides some resilience. Judgment is routine (A3=2) and legal accountability limited (A4=2). Offsetting offensive strength: significant administrative burden (A9=4) and downstream demand as logistics improves (A10=4), yielding balanced score near floor rule."
3,29-2072.00,Medical Records Specialists,Y,https://www.onetonline.org/link/summary/29-2072.00,"$24.16 hourly, $50,250 annual",Much faster than average (7% or higher),"14,200",2.3,0.571,"Medical records specialists manage and code clinical documentation—work that is nearly 100% automatable through NLP, automated coding, and AI-driven documentation review (A3: 1, A4: 1, A2: 1). The role involves data entry, classification, and retrieval; AI systems are already competitive at medical coding and can flag documentation gaps better than humans."
2,47-4031.00,Fence Erectors,Y,https://www.onetonline.org/link/summary/47-4031.00,"$22.57 hourly, $46,940 annual",Faster than average (5% to 6%),"2,300",3.1,0.571,"Fence erection is inherently physical, operating in unstructured outdoor environments with diverse terrain, materials, and site constraints. Work requires moderate judgment about material selection, layout, and structural problem-solving. Physical dexterity and environmental adaptability are high-barrier defenses, though judgment is not consistently novel or high-stakes."
4,17-2041.00,Chemical Engineers,Y,https://www.onetonline.org/link/summary/17-2041.00,"$58.59 hourly, $121,860 annual",Average (3% to 4%),"1,100",3.7,0.57,Chemical engineers benefit from legal accountability and genuine novel judgment in process design and optimization—but lack irreplaceable physical presence. Strong offensive position: significant time currently spent on routine simulations and documentation that AI will compress; domain experts will be critical to validate and steer AI-driven discovery and optimization in process design.
4,17-2199.03,"Energy Engineers, Except Wind and Solar",Y,https://www.onetonline.org/link/summary/17-2199.03,"$56.61 hourly, $117,750 annual",Slower than average (1% to 2%),"9,300",3.8,0.57,"Energy engineers solve complex design and optimization problems that require novel judgment—balancing efficiency, cost, safety, and regulatory requirements in contexts that vary widely. However, the role is increasingly supported by simulation software and optimization algorithms that AI can enhance. Deep domain knowledge and some creative problem-solving are required, but much of the analytical workload could be shared with AI tools. Demand will grow due to climate and efficiency mandates, creating downstream expansion opportunities."
2,43-5031.00,Public Safety Telecommunicators,Y,https://www.onetonline.org/link/summary/43-5031.00,"$24.39 hourly, $50,730 annual",Average (3% to 4%),"10,700",3.3,0.57,"Legal accountability for dispatch decisions and high-stakes judgment in novel emergency situations provide meaningful defensive protection. Institutional knowledge of call patterns, dispatch geography, and agency procedures adds value. However, vulnerability comes from potential AI triage and routing of calls. Significant opportunity for AI to manage routine call intake and data entry, and to assist with complex call classification—moving dispatchers toward AI-oversight roles."
3,11-3051.02,Geothermal Production Managers,Y,https://www.onetonline.org/link/summary/11-3051.02,"$58.39 hourly, $121,440 annual",Slower than average (1% to 2%),"17,100",3.7,0.57,"Production managers score moderately on novel judgment in operations (A3: 3) and some legal accountability for safety/compliance (A4: 3), with meaningful institutional knowledge of plant workflows (A5: 4). Substantial administrative overhead in reporting and planning (A9: 4) will be streamlined by AI, allowing focus on optimization and strategic decisions; AI-driven automation upstream will expand geothermal deployment opportunities (A10: 4)."
2,53-3033.00,Light Truck Drivers,Y,https://www.onetonline.org/link/summary/53-3033.00,"$21.22 hourly, $44,140 annual",Much faster than average (7% or higher),"120,200",1.9,0.568,"Light truck drivers have moderate physical presence and dexterity requirements, but tasks are routine and increasingly subject to autonomous vehicle technology. Judgment is limited to familiar driving scenarios, and legal liability may shift as automation advances. The role lacks institutional knowledge, creative value, or relational trust as a core product. Autonomous vehicles present a direct path to substantial displacement."
3,39-9041.00,Residential Advisors,Y,https://www.onetonline.org/link/summary/39-9041.00,"$18.84 hourly, $39,180 annual",Average (3% to 4%),"17,400",3.2,0.568,"Trust in the human advisor is central to role effectiveness—residents rely on consistent, empathetic presence and genuine relationship-building that AI cannot replicate. Physical presence in dormitories/residential settings and ability to navigate complex interpersonal dynamics with students provide meaningful defense. Deep institutional knowledge of campus culture, student populations, and organizational context is a significant asset."
2,47-2221.00,Structural Iron and Steel Workers,Y,https://www.onetonline.org/link/summary/47-2221.00,"$30.14 hourly, $62,700 annual",Average (3% to 4%),"5,500",3.4,0.568,"Hazardous, unstructured physical work in heights and variable conditions (A1: 4) is a strong defense against automation. Site-specific judgment (A3: 3) and deep contextual knowledge of structural integrity (A5: 3) add resilience. Some legal accountability through safety codes (A4: 2). High underutilization of expertise in planning (A9: 4) offers AI opportunity to improve efficiency."
2,47-5023.00,"Earth Drillers, Except Oil and Gas",Y,https://www.onetonline.org/link/summary/47-5023.00,"$28.65 hourly, $59,600 annual",Average (3% to 4%),"1,700",3.6,0.567,"Earth drilling requires significant physical presence in highly unstructured field environments and adaptive judgment in variable soil/rock conditions. Equipment operation and real-time decision-making are difficult for AI/robotics to fully replicate in the near term, though autonomous drilling is emerging."
2,47-2072.00,Pile Driver Operators,Y,https://www.onetonline.org/link/summary/47-2072.00,"$33.90 hourly, $70,510 annual",Average (3% to 4%),300,3.9,0.567,"Pile driver operators are protected primarily by physical presence in unstructured construction environments and the need for hands-on equipment operation and real-time site judgment. The role requires adaptation to varying soil and site conditions. However, autonomous pile driving technology is advancing, and the job involves substantial repetitive procedure-following, limiting high-level judgment resilience."
5,19-3041.00,Sociologists,Y,https://www.onetonline.org/link/summary/19-3041.00,"$48.89 hourly, $101,690 annual",Average (3% to 4%),300,3.9,0.567,"Sociologists excel in novel theoretical judgment, identifying unexpected patterns, and generating novel interpretations—areas where AI augmentation aids rather than replaces. Creative point of view and the ability to be transformed by data/community interaction are meaningful defenses. AI can handle literature reviews and statistical grunt work."
3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Y,https://www.onetonline.org/link/summary/49-3042.00,"$30.76 hourly, $63,980 annual",Faster than average (5% to 6%),"16,500",2.7,0.565,"Mobile equipment mechanics require hands-on dexterity in semi-structured environments (A1=3) and accumulated experience troubleshooting equipment (A5=3), but judgment is primarily pattern-matching (A3=2) with no legal accountability (A4=1). Diagnostic AI and remote repair systems pose material threats."
4,19-1023.00,Zoologists and Wildlife Biologists,Y,https://www.onetonline.org/link/summary/19-1023.00,"$35.03 hourly, $72,860 annual",Slower than average (1% to 2%),"1,400",4.1,0.565,"This role is defended by critical fieldwork requiring unstructured physical presence in variable environments (A1=4), genuine novel judgment navigating unprecedented ecological scenarios and conservation trade-offs (A3=4), and growing legal/regulatory accountability for species management decisions (A4=3). Deep contextual knowledge of specific ecosystems and populations is built over years (A5=4). Strong offensive positioning comes from AI-driven data analysis and modeling freeing researchers from routine computational work (A9=4) and AI's role in expanding environmental monitoring and conservation demand (A10=4)."
4,17-2111.02,Fire-Prevention and Protection Engineers,Y,https://www.onetonline.org/link/summary/17-2111.02,"$52.72 hourly, $109,660 annual",Average (3% to 4%),"1,500",3.6,0.564,"Novel judgment in complex system design (A3=4) and legal accountability for building safety systems (A4=4) provide solid protection. Job Zone 4 engineering complexity is real. AI can assist with simulation and risk modeling (A9=3 compression), and AI-driven building management systems create oversight opportunities (A10=4). However, the role doesn't require deep organizational context or novel judgment in truly unprecedented situations."
4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Y,https://www.onetonline.org/link/summary/13-1141.00,"$37.03 hourly, $77,020 annual",Faster than average (5% to 6%),"8,500",2.8,0.563,"This is a data-heavy analytical role with well-defined methodologies (job analysis frameworks, survey design, benchmarking formulas) that are highly codifiable. Judgment is mostly routine application of established standards, not novel or high-stakes. The majority of time is spent on below-ceiling tasks: survey administration, data cleaning, report generation, comparison research—all candidates for AI automation. No external trust relationship or legal accountability protects the role."
5,25-9031.00,Instructional Coordinators,Y,https://www.onetonline.org/link/summary/25-9031.00,"$35.92 hourly, $74,720 annual",Slower than average (1% to 2%),"21,900",3.6,0.563,"Instructional coordinators navigate complex organizational dynamics, institutional relationships, and judgment about curriculum alignment and stakeholder needs—roles AI cannot easily replicate. Deep knowledge of school/district systems, teacher capabilities, and learning science is accumulated over years. High administrative burden (scheduling, tracking, compliance) creates significant AI-liberation opportunity."
3,11-3013.00,Facilities Managers,Y,https://www.onetonline.org/link/summary/11-3013.00,"$50.33 hourly, $104,690 annual",Average (3% to 4%),"13,200",3.2,0.562,"Facilities managers rely heavily on accumulated institutional knowledge of building systems, vendor relationships, regulatory compliance, and organizational politics. They make judgment calls balancing cost, safety, and operational disruption, and their credibility with leadership and contractors is a real asset. Job Zone 3 reflects technical expertise plus stakeholder management."
3,29-2034.00,Radiologic Technologists and Technicians,Y,https://www.onetonline.org/link/summary/29-2034.00,"$37.34 hourly, $77,660 annual",Average (3% to 4%),"12,900",3.2,0.562,"Physical presence and hands-on positioning of patients is irreplaceable; patient interaction and safety management require human judgment. Licensed credential with moderate legal accountability. However, image acquisition and routine protocol-following are increasingly AI-assisted, and interpretation is shifting toward radiologist-AI collaboration."
2,33-9011.00,Animal Control Workers,Y,https://www.onetonline.org/link/summary/33-9011.00,"$22.03 hourly, $45,830 annual",Average (3% to 4%),"1,300",3.6,0.561,"Physical presence in unpredictable, unstructured field environments (capturing/handling dangerous animals) is irreplaceable and high-stakes. Legal authority and public safety accountability provide moderate defense. Judgment involves animal behavior assessment and public interaction, which is contextual but not deeply novel."
4,19-2099.01,Remote Sensing Scientists and Technologists,Y,https://www.onetonline.org/link/summary/19-2099.01,"$56.71 hourly, $117,960 annual",Slower than average (1% to 2%),"2,000",4.0,0.561,"High-stakes novel judgment in interpreting complex satellite/aerial data and translating imagery to actionable insights in varied contexts (environmental monitoring, urban planning, disaster response). Moderate institutional knowledge in specific application domains. Significant administrative burden (data processing, report generation) will be compressed by AI, freeing capacity for higher-level analysis and interpretation."
